T,P,S,O,D,A
862,3,4,6,0,6
113,3,4,2,0,6
715,3,4,6,0,4
165,3,7,2,0,3
178,3,4,2,0,4
149,2,2,6,0,8
43,3,2,8,0,3
157,2,2,20,0,5
70,3,2,8,0,5
40,3,2,8,0,5
2,3,4,15,0,3
30,3,4,3,0,3
9,3,2,2,0,5
157,3,4,6,0,1
6,3,4,6,0,6
12,3,4,3,0,1
67,3,6,13,0,2
20,3,3,6,0,1
715,1,2,4,0,17
19,3,4,6,0,3
43,3,6,13,0,2
7,3,4,4,0,1
16,3,4,6,0,2
19,3,4,6,0,2
165,3,4,6,0,2
20,3,4,2,0,6
2,3,4,6,0,2
36,3,4,6,1,4
7,3,4,6,0,1
1,3,4,6,0,1
1,3,4,6,0,1
1,3,4,6,0,1
42,3,4,6,0,2
35,3,4,6,1,2
1,3,4,6,0,1
2,3,4,2,0,2
35,3,4,6,1,2
6,3,4,13,0,1
25,3,4,6,2,3
8,3,4,2,0,1
149,3,4,8,0,2
64,3,4,6,0,2
2,3,2,8,0,1
14,3,4,6,0,2
157,3,4,8,26,1
119,2,5,2,0,1
2,3,4,15,0,1
70,2,4,6,0,1
35,3,4,2,0,3
16,2,3,3,0,4
7,2,3,3,0,4
1,3,1,6,0,3
2,2,3,3,0,4
2,2,3,3,0,4
64,3,4,15,0,1
13,3,4,4,0,3
1264,3,4,4,0,3
13,3,4,8,0,5
6,2,1,2,0,2
251,3,4,8,0,9
223,3,4,2,12,2
98,3,4,8,0,2
137,3,4,2,3,2
58,3,4,2,0,1
98,3,4,8,0,2
13,3,1,6,0,4
89,3,4,2,0,1
149,3,4,2,0,2
312,3,4,2,0,2
1958,3,4,6,4,13
312,3,4,8,0,2
98,3,4,2,0,1
98,3,4,2,0,1
312,3,4,6,1,1
239,3,5,6,0,1
6,3,3,2,0,2
74,3,5,2,0,3
35,3,4,6,0,5
94,3,7,6,0,2
1,1,1,15,0,9
372,3,4,8,1,3
113,3,4,8,0,2
5,3,4,8,0,2
10,3,4,6,0,4
5,3,3,6,0,1
42,3,6,3,0,1
7,3,4,6,0,2
267,3,4,2,0,2
35,3,4,2,0,4
2,3,4,8,0,1
11,3,4,8,0,1
125,3,4,6,0,3
81,3,3,1,0,2
6,3,4,2,0,1
4,3,4,8,0,1
9,3,4,15,0,1
8,3,4,4,0,1
239,2,4,3,0,1
142,3,2,15,0,2
35,3,4,2,0,1
6,3,3,6,0,1
338,3,4,6,0,7
119,3,4,6,0,2
142,4,4,6,0,2
137,3,4,3,0,3
26,3,2,2,0,4
94,2,1,6,0,2
89,3,4,15,3,1
77,3,4,3,0,3
4,3,4,2,0,3
40,3,4,6,0,1
19,3,4,6,0,1
26,3,4,6,0,1
26,3,4,6,0,1
74,3,4,15,0,3
26,3,4,6,0,1
11,3,4,6,0,1
94,3,1,6,0,1
6,1,4,6,0,2
11,3,4,6,0,1
11,3,4,6,0,1
11,3,4,6,0,1
22,3,3,8,0,1
1,1,2,15,0,4
53,3,4,1,0,4
18,3,3,6,0,2
6,3,3,6,0,3
6,3,4,8,0,1
48,3,4,2,0,1
40,3,4,2,0,1
239,3,6,2,0,1
7,2,3,13,0,1
178,2,3,8,0,1
26,3,4,8,0,2
94,3,3,2,0,2
6,3,4,8,0,1
430,3,7,6,0,8
10,3,2,6,0,5
113,3,4,13,0,1
580,2,7,20,0,21
26,3,4,3,0,3
197,3,7,3,0,3
197,3,4,6,0,2
113,3,4,13,0,2
4,3,4,3,0,1
23,3,4,13,0,1
4,3,4,3,0,1
81,3,4,4,0,8
3,3,1,8,0,1
4,3,5,13,0,1
9,3,4,13,0,2
113,3,4,6,0,1
10,3,3,3,0,1
25,3,4,3,0,2
26,3,4,3,0,1
3,3,4,13,0,1
197,3,7,3,0,3
165,3,4,15,1,3
6,3,2,2,0,1
6,3,3,2,0,1
74,3,5,6,0,1
580,3,4,20,0,5
239,5,6,13,0,2
74,3,4,6,0,1
94,3,4,3,0,1
4,3,4,3,0,1
2,3,4,3,0,1
338,3,4,3,1,2
55,3,4,3,0,1
61,3,5,8,0,2
5,3,5,13,0,2
5,3,5,13,0,2
208,4,4,13,0,1
3,3,5,6,0,2
15,3,3,2,0,1
5,3,4,8,0,1
2,1,3,3,0,1
13,3,4,3,0,2
55,3,3,3,0,2
3,3,4,2,0,1
7,3,4,2,0,1
25,3,3,1,0,4
61,3,4,3,0,4
43,3,4,4,0,1
23,3,4,2,0,1
1264,3,3,6,0,5
58,3,4,2,0,3
108,4,5,2,0,2
55,3,5,2,0,2
10,1,4,6,0,1
67,1,2,6,0,4
338,3,2,6,0,12
4,3,4,2,0,1
223,2,4,6,2,2
197,3,4,2,0,2
165,3,5,2,0,1
580,3,7,6,0,1
142,1,1,6,0,4
14,3,2,8,0,4
30,3,4,6,0,1
1264,2,7,6,0,3
67,1,1,3,0,18
493,3,4,6,0,2
25,3,4,2,0,2
14,3,4,2,0,2
1,3,4,13,0,1
3,1,3,6,0,4
3,1,1,2,0,6
251,3,4,2,0,8
8,3,4,2,1,2
8,3,4,3,0,2
8,3,4,2,1,4
10,3,4,2,1,5
493,2,4,3,2,11
8,3,4,2,0,3
2,1,4,3,0,1
14,1,1,6,0,3
23,3,4,13,0,1
67,3,4,13,0,1
223,3,4,6,1,1
8,3,4,6,0,2
165,2,4,13,0,1
2,1,2,8,0,1
15,3,3,2,0,2
12,3,3,8,1,1
48,3,4,3,0,1
89,3,3,6,0,1
1,3,4,3,0,1
10,3,4,2,0,2
50,3,3,6,1,5
53,3,3,6,0,1
2,3,1,6,0,2
9,3,5,13,0,2
142,3,4,3,1,3
113,3,4,6,0,2
67,2,3,13,0,2
108,3,3,6,0,3
3,3,3,13,0,1
14,1,4,15,0,4
149,3,3,6,1,3
8,2,3,15,0,1
3,3,4,15,0,1
9,3,4,6,0,1
208,3,4,15,0,1
58,3,4,15,0,2
6,3,3,4,4,4
29,3,4,15,0,1
251,3,4,3,0,2
5,2,3,3,0,4
5,3,2,2,0,29
22,3,3,2,0,2
6,1,2,6,0,8
58,3,2,2,0,6
149,3,4,6,1,1
23,3,4,6,0,3
61,3,4,8,0,1
1,3,4,1,0,4
1264,3,4,6,0,1
3,3,2,2,0,1
986,2,3,6,0,1
10,3,4,4,0,3
286,1,5,6,1,1
7,3,4,6,0,1
35,3,4,3,0,2
113,3,4,2,0,1
6,1,3,6,0,4
55,3,3,2,0,1
16,3,4,15,0,1
715,2,2,6,0,2
2,3,4,2,0,2
178,3,4,15,0,4
3,3,4,2,0,1
36,3,4,2,0,1
6,3,4,8,0,2
14,3,4,6,0,3
3,3,4,2,0,1
98,3,4,2,0,1
14,3,4,6,0,3
1264,3,4,8,0,1
223,3,4,6,0,5
50,3,4,6,0,2
715,3,2,6,1,27
862,3,4,6,0,9
493,3,4,6,2,2
142,3,4,6,0,2
77,3,4,6,0,2
108,1,4,6,1,2
580,3,4,15,2,6
251,2,4,13,0,4
1,3,3,13,0,1
3,3,4,13,0,2
13,2,4,13,0,1
85,3,3,6,0,5
165,3,4,20,3,2
85,3,4,6,0,3
580,3,4,8,31,5
239,3,2,3,0,1
108,3,3,6,0,3
157,3,4,6,0,15
64,3,5,2,0,1
64,3,5,2,1,2
35,3,4,6,0,11
85,3,4,2,0,1
7,3,3,21,0,1
239,3,3,19,1,4
372,3,6,6,1,3
12,2,2,15,0,7
8,1,2,6,0,9
81,3,4,2,0,2
64,3,4,6,0,1
50,3,4,15,0,3
239,3,4,15,0,3
197,3,4,3,0,6
430,3,4,15,0,3
1,2,3,2,0,5
149,3,4,6,0,1
58,3,4,2,0,4
142,3,4,15,0,1
12,3,4,2,0,5
77,2,4,6,1,3
13,3,4,2,0,1
372,3,2,15,1,3
11,3,4,2,0,2
108,3,4,6,0,3
239,1,4,6,0,5
372,3,4,2,0,2
14,3,4,6,0,2
239,4,4,6,0,3
89,1,2,15,1,3
30,3,4,12,0,1
157,1,1,15,0,6
35,3,4,4,0,7
223,3,4,3,0,1
103,3,4,6,1,3
14,1,4,6,0,2
2,3,4,2,0,1
35,3,4,2,6,1
986,2,3,6,0,2
715,3,4,4,33,1
64,3,4,2,0,1
715,2,3,6,0,1
4,3,4,8,0,2
338,3,4,4,0,3
12,3,4,3,0,2
186,2,3,2,2,4
74,3,3,15,1,6
12,3,4,2,0,2
1,3,3,2,0,2
125,2,2,6,0,9
1,3,4,13,0,1
2,3,4,2,0,1
6,3,4,4,0,1
64,3,3,6,1,7
26,3,4,8,0,1
338,2,3,6,0,4
4,3,1,8,0,3
5,3,4,6,0,1
5,3,4,6,0,2
103,3,4,2,0,1
6,1,4,3,0,1
493,3,4,6,0,3
131,3,4,3,0,2
1264,1,3,6,0,1
4,2,4,6,0,2
33,3,4,3,0,3
223,3,4,3,0,11
89,3,4,6,1,1
286,3,4,3,0,2
25,3,4,20,0,4
26,3,4,3,0,2
108,3,4,6,1,1
493,3,4,2,0,1
77,3,4,3,0,9
26,3,4,2,0,1
48,3,4,3,0,1
6,2,4,2,0,1
3,3,2,6,0,1
165,3,4,2,0,1
6,4,4,2,0,1
35,3,4,2,1,2
430,3,4,2,0,4
11,3,4,6,0,3
5,3,4,6,0,1
580,2,3,4,1,12
3,3,5,2,0,1
1264,3,4,4,1,5
10,3,4,4,0,2
3,3,5,2,0,1
223,3,3,8,0,1
1958,0,7,4,0,11
4,3,3,8,0,1
7,3,4,2,0,1
11,3,4,15,0,6
3,3,4,3,0,1
27,3,4,13,0,1
14,3,3,13,0,2
2,3,4,3,0,1
22,3,4,3,0,2
70,3,3,8,0,1
2,3,4,3,0,1
18,3,4,6,0,2
6,3,4,2,0,2
2,3,4,20,0,1
2,3,4,20,0,1
1,3,5,20,0,1
2,3,4,4,0,1
223,1,4,20,0,3
2,3,4,20,0,1
430,1,4,20,0,5
2,3,4,20,0,1
372,3,6,6,0,1
1264,4,5,20,1,3
2,3,4,20,0,1
89,3,6,20,0,1
67,2,4,20,0,1
2,3,5,20,0,1
1,3,6,20,0,1
1,3,7,20,0,1
15,3,3,20,0,1
2,3,5,20,0,1
98,3,4,8,0,1
1,3,4,13,0,1
11,3,3,13,0,2
239,3,7,6,0,2
53,3,4,13,0,2
11,3,5,13,0,1
1,3,5,13,0,1
5,3,4,3,0,1
5,3,4,3,0,3
16,3,4,3,0,1
1,3,4,20,0,2
40,3,4,2,0,2
10,3,4,20,0,1
1,3,4,20,0,1
239,3,4,20,0,1
108,3,4,6,0,3
142,3,4,20,0,1
239,3,3,20,1,2
862,2,7,2,0,4
53,3,4,2,0,1
3,3,4,6,0,4
94,1,2,8,0,5
4,2,4,6,0,2
2,3,3,6,0,6
81,3,4,6,0,1
11,3,4,2,0,2
10,3,4,2,0,3
9,3,4,12,0,1
197,2,4,2,0,3
9,3,2,13,0,1
4,3,2,15,0,3
25,3,4,13,0,1
208,3,4,2,0,3
43,3,4,2,0,1
9,3,4,2,0,1
14,3,4,15,0,3
16,2,4,2,0,3
58,3,3,20,0,1
33,1,3,15,0,4
1,3,4,6,0,1
26,1,2,15,1,3
3,3,4,15,0,2
10,3,2,15,0,2
3,3,4,15,0,2
26,2,2,3,0,3
38,3,4,2,0,2
5,3,5,13,0,2
142,3,4,2,0,1
493,3,3,8,0,11
1264,2,4,2,0,5
89,3,4,15,0,3
81,3,4,6,0,2
186,3,3,4,0,4
178,3,3,20,0,10
77,3,4,13,0,1
1,3,5,3,0,1
22,3,4,2,0,2
11,3,4,2,0,1
1,3,4,2,0,1
3,3,2,4,0,2
7,3,5,15,0,2
223,3,4,2,0,1
1264,2,3,2,0,5
85,1,1,6,0,7
4,3,4,2,0,1
30,3,4,2,1,1
715,3,4,6,1,4
223,3,5,3,0,1
103,3,4,2,0,8
197,3,5,3,0,1
22,3,4,4,0,3
98,3,4,6,3,4
3,3,4,2,0,1
430,2,4,2,0,3
7,3,5,2,0,1
178,3,4,6,0,2
251,5,4,6,0,2
55,3,4,2,0,1
9,3,4,6,0,1
197,3,4,6,0,2
46,3,4,15,0,2
29,3,4,3,0,1
580,1,3,6,8,7
15,3,3,6,0,2
8,3,4,6,0,4
10,1,1,13,0,8
338,3,4,6,0,3
36,2,4,8,0,2
239,3,4,4,0,3
208,1,4,6,0,6
46,3,4,6,0,3
77,3,4,6,0,5
48,3,4,6,0,3
94,2,4,6,0,5
223,1,3,6,0,4
3,3,4,3,0,1
25,3,2,4,0,2
27,3,4,6,0,5
9,3,4,8,0,1
3,3,4,6,0,3
8,3,4,3,0,3
186,3,4,13,0,3
21,3,3,2,0,3
372,3,4,8,6,1
5,3,4,4,0,1
108,3,4,4,0,2
372,3,4,3,0,4
338,3,7,6,0,5
20,3,2,15,0,4
149,3,3,13,0,3
3,3,3,13,0,3
1958,3,7,6,1,33
7,3,4,2,0,1
70,3,2,2,0,2
267,3,4,2,1,8
81,3,4,2,0,3
50,3,4,8,0,2
9,1,4,6,1,4
137,2,4,2,0,3
338,3,3,6,1,10
862,3,4,15,0,1
38,3,3,2,0,2
6,3,4,6,0,1
98,3,4,6,0,2
103,3,4,2,0,3
77,3,4,6,0,1
15,1,3,13,2,3
74,3,4,4,0,5
8,3,4,4,0,1
338,2,5,2,1,2
1264,3,7,3,0,2
6,3,4,2,0,3
12,3,4,3,0,2
149,3,4,4,0,3
286,3,4,4,2,7
103,3,4,4,0,5
986,3,4,15,0,5
2,3,4,2,0,2
9,3,1,2,0,1
312,3,4,8,0,2
29,3,4,15,1,2
3,3,4,2,0,3
3,3,4,3,0,5
70,3,4,3,0,3
1264,3,7,6,0,34
862,3,3,8,0,1
372,3,3,6,0,8
9,3,6,13,0,2
2,3,5,13,0,2
430,3,4,2,0,3
3,3,4,6,0,6
8,3,4,3,0,5
33,1,2,15,1,3
70,3,5,2,0,2
21,2,5,6,1,1
103,3,6,3,0,1
119,3,5,3,0,1
48,3,4,20,0,4
338,4,3,2,0,8
251,3,3,3,0,3
55,1,3,6,0,3
103,3,3,2,0,2
55,3,4,8,0,2
64,3,4,2,0,3
64,3,4,2,0,3
55,3,3,2,0,1
2,1,4,6,0,2
21,3,4,6,0,3
6,3,4,4,0,1
5,3,2,2,0,1
430,3,4,6,0,1
74,3,2,2,0,4
13,3,3,2,0,6
715,3,4,8,12,4
85,3,7,6,0,6
27,3,4,8,1,7
267,3,7,4,0,2
2,3,7,6,0,1
61,3,4,15,0,1
157,1,4,15,0,2
33,3,4,3,0,1
55,3,4,6,0,1
48,3,4,3,0,3
6,3,5,2,0,3
53,3,4,8,0,1
8,1,4,3,0,10
81,5,5,2,0,1
5,3,4,3,0,9
7,3,4,8,0,2
1,3,4,2,0,1
85,3,4,8,0,3
74,3,2,2,0,3
89,5,4,24,0,2
19,3,4,2,0,3
5,3,2,6,0,2
35,3,4,2,0,2
862,3,4,3,0,2
372,2,2,8,0,6
1264,5,3,20,0,4
5,3,4,2,0,2
19,3,6,13,0,1
338,3,4,15,0,2
27,3,3,6,0,2
14,3,4,6,0,1
64,3,4,6,0,1
64,3,4,6,0,1
64,3,4,6,0,1
131,3,4,6,0,1
35,3,4,6,0,2
21,3,4,13,0,1
40,3,4,2,0,1
2,3,4,4,0,1
85,3,5,13,0,2
165,3,4,8,0,4
4,3,1,2,0,1
3,3,4,2,0,1
108,3,4,13,0,1
14,3,5,13,0,2
6,3,2,2,0,3
13,3,4,15,0,2
26,3,4,15,0,4
64,1,3,2,0,5
223,3,4,6,1,1
26,1,4,2,0,1
6,3,2,2,0,1
21,1,4,6,1,2
372,3,4,3,0,4
137,1,4,6,1,1
21,1,4,6,1,1
137,1,4,6,1,3
38,1,4,6,1,3
27,3,4,13,0,1
21,3,3,13,0,1
4,1,4,6,0,1
4,1,4,6,0,1
26,1,4,6,0,4
715,3,4,6,2,5
286,1,4,6,0,2
11,1,4,6,1,1
197,1,4,6,1,8
9,1,4,13,0,2
108,3,4,6,0,3
27,3,4,4,0,3
5,3,3,20,0,2
430,5,7,6,20,2
22,3,4,6,0,2
74,3,4,15,0,1
81,3,4,6,0,4
1,3,4,2,0,1
4,1,1,15,0,2
3,3,4,2,0,1
986,1,7,6,0,25
61,3,2,3,0,2
137,1,4,6,3,4
12,3,4,8,0,3
12,3,4,6,0,3
7,3,2,3,0,4
208,3,4,2,0,2
8,3,4,3,0,2
38,5,7,3,0,6
18,3,1,3,0,1
286,3,3,3,0,4
7,3,6,13,0,2
197,3,4,2,0,2
4,3,4,6,0,2
61,1,2,3,0,7
2,3,4,3,0,1
223,3,4,3,0,6
137,3,4,6,0,4
6,3,4,13,0,2
4,3,4,6,0,2
157,3,4,13,0,1
2,3,4,8,0,1
208,3,4,6,0,3
48,3,4,3,0,2
19,3,4,3,0,5
2,3,3,2,0,3
108,3,4,8,0,1
580,3,2,6,0,9
2,3,3,7,0,2
18,1,6,13,0,2
2,3,7,1,0,1
186,3,3,6,0,1
81,4,4,2,0,3
286,3,3,6,0,2
6,3,4,13,0,4
251,2,4,6,0,3
81,3,3,13,1,2
98,3,4,6,0,6
7,1,2,13,0,2
9,3,3,3,0,1
89,3,4,2,0,3
3,3,3,13,0,1
19,3,4,13,0,5
1,1,5,6,0,3
53,3,7,13,0,3
113,3,5,13,0,2
2,3,4,13,0,1
4,3,3,13,0,1
3,3,2,3,0,1
3,1,4,2,0,1
5,1,4,2,0,1
46,3,4,13,0,3
53,3,3,6,0,2
6,3,5,13,0,2
16,3,3,6,0,1
2,2,3,6,0,3
11,3,4,2,0,1
119,3,4,2,0,4
55,1,2,2,0,5
4,3,5,2,0,1
5,3,3,3,0,4
10,3,6,13,0,2
14,3,4,13,0,2
8,3,4,15,0,5
2,3,4,2,0,1
2,3,4,2,0,1
715,3,5,2,0,8
715,3,4,2,0,14
1,1,1,15,0,2
67,3,2,3,0,4
2,3,4,13,0,1
1,3,4,13,0,1
89,3,4,2,0,1
46,3,4,2,0,3
94,1,3,6,0,5
29,3,4,2,0,2
715,2,3,6,0,1
580,2,4,2,0,1
1,1,2,1,0,1
2,3,3,6,0,3
50,3,4,6,0,2
986,1,4,6,0,3
108,3,4,6,0,3
25,1,2,15,0,3
98,3,4,6,0,3
208,3,4,8,0,1
48,3,4,2,0,1
30,3,4,20,0,2
94,2,4,20,0,1
2,3,4,13,0,3
5,1,2,15,0,4
89,3,4,6,0,4
33,1,4,6,0,2
8,3,2,8,1,11
53,2,5,13,0,2
1,3,4,2,0,2
18,3,5,2,0,1
2,3,3,13,0,1
61,3,4,13,0,2
27,3,4,6,0,2
1,3,4,4,0,1
4,1,4,6,0,1
40,3,5,6,0,2
3,3,4,13,0,1
131,1,4,6,0,3
55,3,4,8,0,2
67,3,4,8,0,2
2,3,1,13,0,2
2,3,4,8,0,2
8,2,3,2,0,1
94,3,4,2,0,1
9,3,6,13,0,2
165,3,4,15,0,7
131,3,2,3,0,1
40,3,4,15,0,7
1,3,4,2,0,1
22,3,6,13,0,4
22,3,5,20,0,1
98,3,5,20,0,1
430,3,5,6,0,2
8,3,4,6,0,2
38,3,4,15,0,2
18,3,4,6,1,3
372,3,4,6,0,2
16,3,4,6,0,2
223,3,4,6,0,3
10,3,4,6,1,4
16,3,4,6,0,2
16,3,4,6,1,1
223,3,4,6,3,7
22,3,4,2,0,3
580,3,4,6,0,4
89,3,4,15,0,1
38,3,4,6,0,4
580,3,4,8,3,2
6,1,4,2,0,2
55,3,5,13,0,3
14,3,4,2,0,2
5,3,4,3,0,3
7,3,6,2,0,1
89,5,4,3,0,2
3,2,3,2,0,6
4,3,1,15,0,3
30,3,4,2,0,3
4,1,4,3,1,2
142,3,5,6,0,2
77,1,4,6,1,2
338,1,4,6,3,5
58,3,2,15,0,9
23,1,4,6,0,7
27,3,4,6,0,1
23,1,1,6,0,4
1,3,4,3,0,3
58,1,3,6,0,4
89,3,4,6,4,2
22,1,1,6,0,4
22,3,4,6,0,4
2,1,1,2,0,6
38,3,4,15,0,3
38,3,4,15,0,3
137,3,4,6,1,2
186,3,4,20,0,1
149,3,4,2,0,1
2,1,3,8,0,4
142,3,2,15,0,3
5,3,4,6,0,1
142,1,3,4,1,2
1,3,4,2,0,3
208,3,4,2,0,4
1,1,4,15,0,2
208,3,4,6,0,1
2,3,2,2,0,1
1,3,3,6,0,2
1,3,4,4,0,2
1,3,4,3,0,3
1,3,4,8,0,1
186,3,3,6,0,2
89,3,4,6,0,3
119,3,3,3,0,1
53,3,4,15,0,2
430,3,2,6,0,4
580,3,4,6,0,5
16,2,4,13,0,2
23,3,2,13,0,1
3,3,4,6,0,3
338,3,4,2,1,6
16,3,4,3,0,1
5,1,2,3,0,2
178,2,4,6,0,6
223,3,4,2,0,3
430,1,2,2,6,2
26,1,1,2,0,3
2,3,5,2,0,1
338,3,5,2,0,1
27,2,3,13,0,3
16,3,4,3,0,3
26,3,4,8,0,3
267,4,5,3,0,4
48,3,4,8,0,1
715,3,3,15,0,2
430,3,4,8,0,6
1,1,4,2,0,3
2,1,1,2,2,4
12,3,4,3,0,2
3,2,1,15,0,9
1,3,4,15,0,1
14,3,2,2,0,2
186,3,5,2,0,1
157,3,4,2,0,2
8,3,3,2,0,6
43,3,4,2,0,1
77,3,4,15,0,2
67,3,4,2,0,1
2,1,1,2,0,4
43,3,4,2,0,1
98,2,4,2,0,3
38,3,3,6,0,2
55,1,4,6,1,1
1,3,1,2,0,4
8,3,4,6,0,1
23,3,4,2,0,6
6,3,3,2,0,3
5,3,4,2,0,1
119,1,3,6,0,1
1,3,4,6,0,1
23,3,4,2,0,2
2,3,4,4,0,4
2,3,2,13,0,2
36,1,4,15,0,1
61,1,4,2,0,2
1,3,4,2,0,1
2,1,4,6,0,1
74,3,4,6,0,2
5,3,4,6,0,1
89,3,4,2,0,1
1,3,4,2,0,1
74,3,4,6,1,4
61,3,4,15,0,4
64,1,4,6,0,1
338,3,4,2,0,7
1,1,4,15,0,1
1,3,4,15,0,1
10,3,2,4,0,1
11,3,4,6,0,1
286,3,4,1,0,3
6,3,3,6,0,3
46,3,3,6,0,3
1,1,4,13,0,1
2,3,4,13,0,1
98,3,4,2,0,3
338,3,5,13,0,4
5,3,2,8,0,1
48,1,4,2,0,3
493,3,4,2,0,3
3,3,4,6,0,2
2,3,4,13,0,2
430,1,2,8,0,8
98,3,4,2,0,2
186,3,4,2,0,1
338,2,4,2,0,2
58,3,4,15,0,1
94,3,4,6,0,1
286,3,4,2,0,1
19,3,4,20,0,1
142,3,4,8,0,2
3,3,4,6,0,2
251,3,3,2,0,1
715,5,6,8,0,3
26,3,4,2,0,1
223,3,2,2,0,7
77,3,4,2,0,2
20,3,2,6,0,2
61,3,4,8,0,1
58,3,2,2,0,2
372,3,4,6,0,4
4,3,4,2,0,5
1,3,4,15,0,4
7,3,4,5,0,1
14,3,3,6,0,1
1958,3,7,6,0,1
165,3,4,13,0,2
43,3,5,2,0,1
6,3,4,6,1,2
186,3,3,6,0,1
48,3,2,15,0,1
2,1,1,20,0,3
223,2,3,2,3,13
98,3,4,15,0,4
94,2,4,8,0,3
8,3,4,6,0,1
8,3,4,6,0,1
15,3,4,6,0,1
74,3,4,6,0,1
8,3,4,6,0,1
21,3,4,8,0,3
20,3,4,6,0,1
74,3,4,6,0,1
26,3,4,6,0,1
8,3,4,6,0,1
74,3,1,6,0,4
8,3,4,6,0,1
38,3,4,6,0,2
1,1,4,3,0,1
20,3,4,15,0,1
1,3,4,15,0,2
3,3,4,2,0,2
580,3,4,2,0,1
13,1,1,2,0,3
208,3,4,3,0,1
55,2,3,2,0,3
20,3,4,6,1,4
27,2,4,20,0,4
61,3,4,2,0,5
40,3,4,2,0,3
40,3,4,6,0,1
862,3,7,6,0,3
4,3,4,2,0,2
1,3,2,2,0,2
89,3,4,2,0,5
1,3,4,13,0,1
22,3,4,3,0,2
3,3,4,2,0,4
14,3,3,13,0,1
178,2,2,13,1,4
11,1,4,2,0,1
36,3,4,2,0,1
7,1,4,2,0,1
74,3,3,8,1,3
6,3,4,6,0,2
38,3,2,7,0,9
33,3,4,3,0,2
48,3,4,3,0,2
42,3,4,3,0,2
46,2,3,8,0,2
208,2,2,2,0,1
74,3,6,6,0,1
7,3,3,15,0,3
53,2,3,6,0,3
2,3,3,15,0,2
131,2,6,6,0,1
5,3,4,8,0,1
142,3,4,8,0,2
157,3,4,2,0,2
46,3,4,2,0,1
14,3,4,3,0,3
3,3,4,8,0,3
48,3,5,13,0,2
70,3,4,6,0,2
142,3,4,3,1,2
5,1,2,3,0,1
61,1,1,6,0,9
61,3,3,8,0,4
26,3,4,2,0,3
74,3,4,20,0,1
10,3,3,2,0,3
61,3,3,6,0,4
13,3,4,2,0,2
286,3,4,2,0,3
165,3,4,2,0,1
30,3,4,6,0,3
19,3,4,6,0,4
61,3,4,6,0,3
286,3,4,8,0,7
4,3,2,3,0,3
48,2,4,6,0,4
89,3,4,6,1,7
286,3,7,6,0,4
3,3,4,2,0,3
2,3,4,4,0,2
35,3,4,4,0,1
3,3,4,15,0,1
19,1,4,6,0,1
20,1,4,6,0,1
94,3,4,15,0,2
89,3,4,15,0,2
3,3,6,13,0,1
6,3,4,3,0,3
74,3,4,3,0,1
46,3,3,13,0,2
208,3,4,20,0,1
21,3,5,13,0,1
74,3,5,1,0,4
89,3,3,1,0,1
53,3,4,4,0,1
11,3,4,13,0,1
53,3,1,13,0,4
430,3,4,15,0,5
46,3,4,8,0,2
149,3,4,6,0,9
5,3,4,13,0,1
208,3,4,4,1,1
1958,3,4,4,0,3
61,3,3,3,0,1
43,1,5,3,0,3
2,1,1,6,0,8
46,3,3,3,0,7
53,3,5,13,0,2
25,3,4,3,0,1
1,3,4,8,0,1
89,3,4,13,0,3
715,3,7,1,0,4
4,3,4,1,0,2
1,3,3,13,0,1
50,3,4,3,0,2
2,3,4,3,0,5
9,3,4,13,0,2
22,3,3,2,0,2
286,3,4,2,0,4
16,3,5,8,0,2
131,3,4,20,0,2
137,3,4,3,0,2
40,3,4,3,0,1
50,1,3,3,0,5
10,3,4,6,0,3
2,2,4,6,0,2
3,3,2,17,0,2
38,3,7,6,0,2
2,3,4,6,0,1
8,3,4,2,0,2
22,3,2,2,0,3
8,2,1,2,0,3
18,2,1,15,0,2
18,3,4,8,0,4
67,3,4,2,1,1
77,3,4,2,1,1
67,3,4,2,0,1
15,1,4,4,0,2
43,1,2,4,0,2
42,2,5,6,0,1
1,3,3,2,0,3
2,1,4,4,0,2
43,3,4,15,0,3
25,3,4,3,0,1
33,3,4,15,0,4
74,3,4,2,0,2
89,3,4,2,0,3
67,1,4,6,0,2
81,3,4,6,0,2
14,1,4,3,0,1
10,1,4,13,0,2
46,3,4,2,0,2
10,1,4,20,0,1
1,3,4,8,0,1
40,3,4,8,0,2
40,3,4,8,0,2
38,2,3,20,0,5
94,3,4,8,1,3
22,1,4,6,0,1
85,3,3,13,1,1
131,3,4,6,1,1
10,3,4,3,0,2
208,3,5,15,0,4
36,1,4,2,0,4
94,3,4,6,0,6
223,3,7,6,0,2
197,3,4,13,0,4
89,3,5,2,0,2
50,3,4,13,0,1
137,1,4,15,0,2
312,1,4,3,0,4
46,3,4,13,0,2
372,3,4,6,0,2
30,3,4,20,0,1
108,3,4,3,0,2
131,2,4,15,0,3
4,3,5,13,0,3
8,3,4,13,0,1
2,3,4,2,0,1
9,3,5,13,0,4
862,3,4,2,1,4
2,2,4,15,0,3
81,3,4,6,0,1
372,3,4,8,39,6
157,3,4,8,9,1
2,3,3,2,0,3
64,3,2,6,0,2
94,1,4,6,0,2
27,1,4,6,0,1
2,3,3,2,0,1
55,3,4,3,0,1
30,3,1,13,0,2
239,3,4,15,0,7
312,1,4,6,0,2
223,3,4,15,0,4
108,1,4,6,0,2
38,3,4,3,0,2
430,2,4,6,2,4
16,1,3,6,0,3
98,3,4,6,0,4
89,3,4,3,0,1
493,2,4,8,0,6
6,3,1,3,0,1
3,3,1,2,0,2
